question_id,source_id,exam,state,year,stage,paper,question_number,question_text,marks,marks_basis,paper_scope,subject,topic,subtopic,difficulty,difficulty_basis,static_current,static_current_basis,national_state_scope,national_state_basis,repeated_concept,repeated_concept_count,repeated_concept_group,matched_keyword,classification_method,classification_confidence,source_title,source_url,local_file,extraction_status,extraction_method,quality_flags
q_8dc03b37c2e7755d,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,84,"EH$ Vwë`H$m{bH$ _erZ H$s pñWa AdñWm Xd, XdAm¡aXd d-Aj Vwë`H$m{bH$ à{VKmV, j{UH$ d-Aj à{VKmV H«$_e: h¢ & {ZåZ{b{IV _| go H$m¡Z-gm H$WZ gË` h¡ ? (A) X X Xd d d d (B) X X Xd d d (C) X X Xdd d d (D) X X Xd d d",,unavailable,optional_or_specialized,Unclassified,Unclassified,,medium,long_question,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.285,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_8a15031892f8de4b,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,85,EH$ ~obZmH$ma amoQ>a OZaoQ>a 0.5 pu à{VKmV H$s g§MaU bmBZ Ho$ _mÜ`_$ go EH$ AZ§V ~g H$mo pñWa AdñWm _| 0.5 pu epŠV àXmZ H$aVm h¡ & OZaoQ>a Zmo-bmoS> dmoëQ>oO 1.5 pu h¡ Am¡a A§ZV ~g dmoëQ>oO 1 pu h¡ & OZaoQ>a H$m O‹S>Ëd pñWam§H$ 5 MW-s/MVA h¡ Am¡a OZaoQ>a à{VKmV 1 pu h¡ & OZaoQ>a Q>{_©Zb na VrZ MaU _¥V em°Q>© g{H©$Q> Xmof Ho$ {bE {S>J«r _| _hËdnyU© g_memoYZ H$moU h¡ (A) 79.6 (B) 60.2 (C) 70.8 (D) 53.5 02/GO/CC/M-2025 – 12/I -32-,,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",hard,long_mains_prompt,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,277,current affairs::national current affairs::2025,2025,transparent_keyword_rules,0.573,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_86ea9998ac1c146f,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,86,"The bus impedance matrix of a 4-bus power system is given by Z j j j j j j j j bus 0 3435 0 2860 0 2723 0 277 0 2860 0 3408 0 2586 0 24 . . . . . . . . 1 14 0 2723 0 2586 0 2791 0 2209 0 2277 0 2414 0 2209 0 279 j j j j j j j j . . . . . . . . 1 1 . Branch having an impedance of j0.2 is connected between bus 2 and the reference. Then the value of Z22, new and Z23, new of the bus impedance matrix of (A) j0.1260 and j0.1630 (B) j0.1260 and j0.0956 (C) j0.5408 and j0.0956 (D) j0.5408 and j0.4586",,unavailable,optional_or_specialized,History,Art and Culture,"Architecture, literature, painting, music, dance, heritage",hard,long_mains_prompt,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,13,history::art and culture::dance,dance,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_d69901f0a67de0f4,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,87,"A 400V, 50 Hz, 30 hp, 3-phase induction motor is drawing 50 A current at 0.8 power factor lagging. The stator and rotor copper losses are 1.5 kW and 900 W respectively. The friction and windage losses are 1050 W and the core losses are 1200 W. The air gap power of the motor will be (A) 26.21 kW (B) 24.11 kW (C) 25.01 kW (D) 23.06 kW",,unavailable,optional_or_specialized,Science and Technology,Technology,"Space, IT, biotechnology, defence technology",medium,long_question,current_affairs,keyword,general,no_state_or_national_keyword,true,282,science and technology::technology::ai,ai,transparent_keyword_rules,0.605,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_77e130b4f41a0370,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,88,"The fuel cost functions of two power plants are, Plant P C Pg APg B1 1 1 2 10 05: . and Plant P C Pg APg B2 2 2 2 20 10 3 2: . where Pg1 and Pg2are the generator powers of two plants and A and B are the constants. If two plants optimally share 1000 MW load at incremental fuel cost of 100 RS/MWhr, the ratio of load shared by plants P1 and P2 is (A) 4 : 1 (B) 2 : 3 (C) 3 : 2 (D) 1 : 4",,unavailable,optional_or_specialized,Aptitude and Reasoning,Numeracy,"Arithmetic, data interpretation, algebra",easy,where,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,56,aptitude and reasoning::numeracy::ratio,ratio,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_a2a1d2ae1f653236,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,89,(B) One set of brushes per pole quadrature (D) All of the above,,unavailable,optional_or_specialized,Unclassified,Unclassified,,medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.263,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_ea4ddfcbd7d626a6,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,90,"A 100 kVA, 415 V star connected synchronous machine generates rated current of 15 A. The rated armature current is 10 A. The per unit saturated synchronous reactance is (A) 0.5777 (B) 1.5 (C) 0.666 (D) 1.731 02/GO/CC/M-2025 – 12/I -33- [ P.T.O. 86. 4-~g nmda {gñQ>_ H$m ~g à{V~mYm _¡{Q´>Šg - {X`m J`m h¡ & Z j j j j j j j j bus 0 3435 0 2860 0 2723 0 277 0 2860 0 3408 0 2586 0 24 . . . . . . . . 1 14 0 2723 0 2586 0 2791 0 2209 0 2277 0 2414 0 2209 0 279 j j j j j j j j . . . . . . . . 1 1 j0.2 à{V~mYm dmbr emIm ~g 2 Am¡a g§X^© Ho$ ~rM Ow‹S>r hþB© h¡ & {\$a g§emo{YV ZoQ>dH©$ Ho$ ~g à{V~mYm _¡{Q´>Šg Z22, new Am¡a Z23, new Ho$ _mZ H«$_e: h¡ (A) j0.1260Am¡a j0.1630Am¡a (B) j0.1260Am¡a j0.0956Am¡a (C) j0.5408Am¡a j0.0956Am¡a (D) j0.5408Am¡a j0.4586Am¡a",,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",hard,long_mains_prompt,current_affairs,keyword,general,no_state_or_national_keyword,true,20,current affairs::national current affairs::current,current,transparent_keyword_rules,0.68,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_9000e1a048df9a69,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,87,"EH$ 400 V, 50 Hz, 30 hp 3-\o$O B§SŠeZ _moQ>a 0.8 nmda \¡$ŠQ>a b°qJJ na 50 A H$a§Q> ItM ahr h¡ & ñQ>oQ>a Am¡a amoQ>a H$m°na bm°g H«$_e: 1.5 kW Am¡a 900 W h¢ & Kf©U Am¡a qdS>oO bm°g 1050 W h¢ Am¡a H$moa bm°g 1200 W h¢ & _moQ>a H$s E`a J¡n nmda hmoJr (A) 26.21 kW (B) 24.11 kW (C) 25.01 kW (D) 23.06 kW",,unavailable,optional_or_specialized,Unclassified,Unclassified,,hard,long_mains_prompt,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.293,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_ebbc8ebb8230261a,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,88,"Xmo {~Obr g§`§Ìm| Ho$ BªYZ bmJV H$m`© h¢, ßbm°Q P C Pg APg B1 1 1 2 10 05: . Am¡a ßbm°QP C Pg APg B2 2 2 2 20 10 3 2: . Ohm± Pg1Am¡a Pg2 Xmo g§`§Ìm| H$s OZaoQ>a epŠV`m± h¢ Am¡a A Am¡a B pñWam§H$ h¢ & `{X Xmo g§`§Ì 100 RS/MWhr H$s d¥{Õerb BªYZ bmJV na 1000 MW> ^ma H$mo BîQ>V_ ê$n go gmPm H$aVo h¢, Vmo g§`§Ìm| P1Am¡a P2Ûmam gmPm {H$E JE ^ma H$m AZwnmV h¡ (A) 4 : 1 (B) 2 : 3 (C) 3 : 2 (D) 1 : 4",,unavailable,optional_or_specialized,Unclassified,Unclassified,,hard,long_mains_prompt,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.293,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_a112ee29ee90785b,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,89,H«$m°g \$sëS> _erZm| _| (A) Xmo âbŠg {dÚwV ê$n go MVw^w©O _| (B) à{V Y«wd ~«e H$m EH$ goQ> (C) Xmo âbŠg `m§{ÌH$ ê$n go MVw^w©O _| (D) Cn`w©ŠV g^r,,unavailable,optional_or_specialized,Unclassified,Unclassified,,medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.263,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_c37df2cddd008383,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,90,"EH$ 100 kVA, 415 V ñQ>ma go Ow‹S>r qgH«$moZg _erZ 15 A Ho$ \$sëS> H$a§Q> na aoQ>oS> AmonZ g{H©$Q> dmoëQ>oO 415 V CËnÝZ H$aVr h¡ & aoQ>oS> Am_}Ma H$a§Q> 10 A h¡ & à{V `y{ZQ> g§V¥ßV qgH«$moZg [aEŠQ>Zg² h¡ (A) 0.5777 (B) 1.5 (C) 0.666 (D) 1.731 02/GO/CC/M-2025 – 12/I -34-",,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",medium,long_question,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,277,current affairs::national current affairs::2025,2025,transparent_keyword_rules,0.565,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_6143bedf17b2c087,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,91,"A 3-phase induction motor is driving a constant torque load at rated voltage and frequency. If both voltage and frequency are halved, following statements relate to the new condition if stator resistance, leakage reactance and core loss are ignored i. The difference between synchronous speed and actual speed remains same. iii. The stator current remains same. iv. The pu slip remains same. Among the above correct statements are (A) i and iv (B) i, ii and iii (C) ii, iii and iv (D) All",,unavailable,optional_or_specialized,Aptitude and Reasoning,Numeracy,"Arithmetic, data interpretation, algebra",easy,correct statement,current_affairs,keyword,general,no_state_or_national_keyword,true,5,aptitude and reasoning::numeracy::loss,loss,transparent_keyword_rules,0.68,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_31df6ac614275eb1,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,92,(A) To provide current path during positive half cycle (B) To provide current path of discharging of capacitor (C) To provide current path during negative half cycle (D) None of these,,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",medium,default_estimate,current_affairs,keyword,general,no_state_or_national_keyword,true,20,current affairs::national current affairs::current,current,transparent_keyword_rules,0.583,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_32593a6996bd7fc9,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,93,zero sequence reactances in pu are indicated. The zero sequence driving point reactance of the node 3 is (A) 0.20 (B) 0.30 (C) 0.10 (D) 0.12,,unavailable,optional_or_specialized,Unclassified,Unclassified,,medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.263,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_726904f48b380fb1,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,94,The armature of a single phase alternator is completely wound with T single turn coils distributed uniformly. The induced voltage in each turn is 2 V(rms). The emf of the whole winding is (A) 1.273 T V (B) 1.11 T V (C) 1.414 T V (D) 2 T V,,unavailable,optional_or_specialized,Unclassified,Unclassified,,easy,who,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.293,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_0367c59e4b4784ae,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,95,The plugging provides _________ braking torque in comparison to rheostatic and regenerative breaking systems. (A) Negligible (B) Highest (C) Small (D) None of these 02/GO/CC/M-2025 – 12/I -35- [ P.T.O.,,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",medium,default_estimate,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,277,current affairs::national current affairs::2025,2025,transparent_keyword_rules,0.542,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_f8425c1936861f99,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,91,"EH$ 3-\o$O B§S>ŠeZ _moQ>a aoQ>oS> dmoëQ>oO Am¡a Amd¥{Îm na EH$ pñWa Q>m°H©$ bmoS> Mbm ahm h¡ & `{X dmoëQ>oO Am¡a Amd¥{Îm XmoZm| H$mo AmYm H$a {X`m OmVm h¡, Vmo ñQ>oQ>a à{VamoY, [agmd à{V{H«$`m Am¡a H$moa hm{Z H$mo AZXoIm H$aZo na {ZåZ{b{IV H$WZ ZB© pñW{V go g§~§{YV h¢ i. Vwë`H$m{bH$ J{V Am¡a dmñV{dH$ J{V Ho$ ~rM H$m A§Va g_mZ ahVm h¡ & ii. E`aJ¡n âbŠg g_mZ ahVm h¡ & iii. ñQ>oQ>a H$a§Q> g_mZ ahVm h¡ & iv. pu pñbn g_mZ ahVr h¡ & Cn`w©ŠV H$WZ _| go ghr h¢ (A) i Am¡a iv (B) i, ii Am¡a iii (C) ii, iii Am¡a iv (D) g^r 92. âbmB©ìhrb S>m`moS> H$m Cn`moJ {H$`m OmVm h¡ (A) gH$mamË_H$ AmYo MH«$ Ho$ Xm¡amZ dV©_mZ nW àXmZ H$aZo Ho$ {bE (B) H¡$no{gQ>a Ho$ {S>ñMm{OªJ H$m Ymam nW àXmZ H$aZo Ho$ {bE (C) ZH$mamË_H$ AmYo MH«$ Ho$ Xm¡amZ Ymam nW àXmZ H$aZo Ho$ {bE (D) BZ_| go H$moB© Zht 93. {MÌ _| {XImE JE ZoQ>dH©$ Ho$ {bE pu _| eyÝ` AZwH«$_ à{VKmV Xem©`m J`m h¡ & ZmoS> 3 H$m H$H$ eyÝ` AZwH«$_ S´>mBqdJ nm°B§Q> à{VKmV h¡ (A) 0.20 (B) 0.30 (C) 0.10 (D) 0.12",,unavailable,optional_or_specialized,Unclassified,Unclassified,,hard,long_mains_prompt,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.293,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_314d2e36963f9dfc,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,94,qgJb \o$O AëQ>aZoQ>a H$m Am_}Ma nyar Vah go qgJb Q>Z© H$m°Bëg Ho$ gmW g_mZ ê$n go {dV[aV {H$`m J`m h¡ & àË`oH$ Q>Z© _| ào[aV dmoëQ>oO 2 V(rms) h¡ & nyar dmB§qS>J H$m B©.E_.E\$. h¡ (A) 1.273 T V (B) 1.11 T V (C) 1.414 T V (D) 2 T V 95. ßbqJJ [aAmoñQ>o{Q>H$ Am¡a arOZao{Q>d ~«oqH$J {gñQ>_ H$s VwbZm _| __________ ~«oqH$J Q>m°H©$ àXmZ H$aVm h¡ & (A) ZJÊ` (B) CÀMV_ (C) N>moQ>m (D) BZ_| go H$moB© Zht 02/GO/CC/M-2025 – 12/I -36-,,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",hard,long_mains_prompt,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,277,current affairs::national current affairs::2025,2025,transparent_keyword_rules,0.573,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_14c6c3c73fd99f72,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,96,The quantity which make rotating is/are (A) Favourable steady state conditions (B) Favourable transient conditions (C) High power gain (D) High power gain and favourable transient conditions,,unavailable,optional_or_specialized,Science and Technology,Technology,"Space, IT, biotechnology, defence technology",easy,which,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,true,282,science and technology::technology::ai,ai,transparent_keyword_rules,0.562,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_66ce875da1b150c9,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,97,"A 500 MVA, 50 Hz 3-phase turbo generated produces power at 22 kV. Generator is Y-connected and its neutral is solidly grounded. Its sequence reactances are X1 2 0 at rated voltage and disconnected from the rest of the system. The magnitude of the sub-transient line current for single line to ground fault at the generator terminal in pu will be (A) 8.553 (B) 3.333 (C) 6.667 (D) 2.851",,unavailable,optional_or_specialized,Current Affairs,National Current Affairs,"Recent schemes, reports, awards, appointments, events",medium,long_question,current_affairs,keyword,general,no_state_or_national_keyword,true,20,current affairs::national current affairs::current,current,transparent_keyword_rules,0.605,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_58335e12f24c1c41,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,98,"A 400 V, 15 kW, 4 pole, 50 Hz Y-connected induction motor has full load slip of 4%. The output torque of the machine at full load is (A) 624.73 Nm (B) 95.50 Nm (C) 99.47 Nm (D) 1.66 Nm",,unavailable,optional_or_specialized,Unclassified,Unclassified,,medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.263,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_0b4fe79ea8ca531d,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,99,The rate of heat produced by dielectric heating is increased by (A) Decreasing frequency and increasing voltage supply (B) Increasing frequency and decreasing voltage supply (C) Decreasing frequency and voltage supply (D) Increasing frequency and voltage supply,,unavailable,optional_or_specialized,Unclassified,Unclassified,,medium,default_estimate,static,default_static_absence_of_current_signal,general,no_state_or_national_keyword,false,0,,,transparent_keyword_rules,0.263,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
q_17928757e57cd4be,src_d57e6ce24c354519,BPSC,Bihar,2024,Mains,Electrical Engineering,100,The ordinary dc machines are not favourable as amplidynes due to (A) High steady state error (B) L ow stability (C) Poor gain (D) Sluggish transient response 02/GO/CC/M-2025 – 12/I -37- [ P.T.O.,,unavailable,optional_or_specialized,Science and Technology,Technology,"Space, IT, biotechnology, defence technology",medium,default_estimate,current_affairs,recent_year_mention,general,no_state_or_national_keyword,true,282,science and technology::technology::ai,ai,transparent_keyword_rules,0.542,70th Combined Competitive Examination - 70th Combined Competitive(Main) Examination (Optional Subjects) - Electrical Engineering,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/Electrical-enigineer.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_d57e6ce24c354519_70th-combined-competitive-examination-70th-combined-competitive-main-examination-optional-subjects-electrical-engineerin.pdf,extracted,pypdf_text_regex,
