question_id,source_id,exam,state,year,stage,paper,question_number,question_text,option_a,option_b,option_c,option_d,source_title,source_url,local_file,extraction_status,extraction_method,quality_flags,notes
q_c23c9ddc5775284d,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,129,For how many days did Dandi March | 133. Where did Madam Cama_ unfurl दि | last? India’s tricolour flag of freedom? : (E) None of the above/More than one (E) None of the above/More than one of the above of the above 13/FF/CC/PT-2020/37-A 38 | ATH (8) 20 दिन (8) लंदन 13/FF/CC/PT-2020/37-A 39 [ P.T.O.,10 days (8) Paris,20 days (B) London हे,24 days (C) Stuttgart,30 days (D) Geneva,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_ee5e8e7490f4fb40,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,134,Which of the following pairs is | 138. Who was the first Chief Minister of | correct? Bihar? Satyagrahi (A) Shri Krishna Singh (B) i nar Dash aur (B) Satya Pal Malik President in 1907 (0) Nitish Kumar i (0) Shyamji Krishna Varma— Founder of India House in Paris (D) Rabri Devi (E) None of the above/More than one . of the above (E) None of the above/More than one of the above,Vinoba Bhave—Second Individual,C. R. Das—Deshbandh,William Wedderburn—Congress,,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_cc577b329e2ae4ab,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,135,Which day was declared as ‘Purna Swaraj Day’ by the Indian National Congress? 139. Where was the first Congress Session (A) Patna (E) None of the above/More than one | of the above (C) Muzaffarpur |,26-01-1930 in Bihar held?,15-08-1947,30-01-1948,31-12-1950 (B) Gaya |,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_4f38d52e57a269ca,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,136,When was Bihar established? (D) Darbhanga (E) None of the above/More than one of the above (E) None of the above/More than one 140. Which title was given to Jayaprakash of the above Narayan?,1911,1912,1913,1914,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_086eb2fab6e1fb1c,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,137,"In Tinkathia System in Bihar, how (A) Praja Hitechhu much land was to be reserved for indigo cultivation? (B) Lok Nayak > (8) 01/03 कह कफ ए 4555 ५ (E) None of the above/More than one (E) None of the above/More than one of the above of the above | 13/FF/CC/PT-2020/37-A 40 (8) 15-08-1947 था? (0) 30-01-1948 (0) 31-12-1950 tay Beat (A) 1911 (0) 1913 अधिक (0) 1914 (A) 01/10 - (8) 01/03 (2) लोकमान्य (C) 03/20 (0) राष्ट्रगायक (0) 03/25 = a 13/FF/CC/PT-2020/37-A 41 [ P.T.O.",01/10 हे,,03/20 (D) Rashtra Nayak,03/25,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_19ca5bea32653638,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,141,"The missing number in the sequence 144. In a group of athletic teams in 7 a school, 21 are in the basketball 4, 18, 48, 100, ?, 294, 448 team, 26 in the hockey team and 29 is in the football team. If 14 play hockey and basketball, 12 play football and football, 8 play all the three games, हे (8) 164 then how many play football only? (0) 192 (G). ""21 (E) None of the above/More than one of the above (0) 18 (E) None of the above/More than one | of the above","94 basketball, 15 play hockey and",29 ;,180 Gy 20,,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_faa228961ccdcdb1,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,145,Mohan can do a bit of work by Sohan in 20 days. Both together हा Mohan leaves off. How long will Sohan (E) None of the above/More than one (B) 11 days of the above (C) 14 days | (0) 21 days ५ 2,1 in 25 days which can be completed,6 labour for 5 days and afterward,11 take to complete the remaining work?,4 (A) 20 days,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_070895db3aeaefde,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,143,"If the average of m numbers: ahi (E) None of the above/More than one and that of n numbers is m~, then हे of the above the average of m+n numbers is By 10 minutes past 5:00, the hour ri hand has turned through 121 7 ae H (8) n (A) 135° (C)- 155° (E) None of the above/More than one (E) None of the above/More than one of the above of the above 13/FF/CC/PT-2020/37-A 42 (0) 180 (5) 10 (0) 192 I (B) 29 (0) 18 | 142. यदि 2 2५ : ""Cy =44:38, तो # का मान है श्र - BS ee Set पक मे (A) 1 (0) 14 दिन (a) = अधिक (A) 135° (C) mn (B) 145° (0) 155° (D) m-n (D) 165° 13/FF/CC/PT-2020/37-A 43 [ P.T.O.",m 146. A clock is started at 12:00 noon.,,mn के 5,m-n (D) 165°,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_1a10dc3699115260,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,147,Which one of the following cannot (598 +479)? - (598 -479)? be the square of a natural number; 598 x479 26569 (8) 10 (C) 132 (D) 8 (E) None of the above/More than one of the above (E) None of the above/More than one of the above,,143642 1,30976 i,28561,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_92d5708195d430c7,src_4ce2672c2729d816,BPSC,Bihar,2020,Preliminary,General Studies,148,"Given that 217x+13ly=913 150. The population of a town is 176400. If it increases annually at the rate 131x+217y = 827 of 5%, then what will be 105 | population after two years? then x and y are respectively (A) 5 and 7 (B) 3 and 2 (C) -5 and -7 | (E) None of the above/More than one (E) None of the above/More than one of the above of the above aa 44 ) 147. निम्न में से कौन-सा ved संख्या का वर्ग नहीं हो 149. 698 +479)? - (598 -4792 _ सकता है? 598 x479 पा (8) 26569 ! (0) 4 ? (B) 143642 > (8) 10 os (C) 30976 (C) 132 (0). 28561 | 217x+13ly=913 (A) 194481 (A) 5 और 7 (8) 296841. ॥ (8) 3 और 2 ; (C) 394481 = (0) -5 और -7 : (0) 2 और 5 (D) 396841 13/FF/CC/PT-2020/37-A 45 [ P.T.O. 13/FF/CC/PT-2020/37-A 46 kkk 13/FF/CC/PT-2020/37-A 47 JT-21 13/FF/CC/PT-2020 | Note : English version of the instructions is printed on the First Page of this Booklet.",194481 |,296841,394481 :,2 and 5 (0) 396841,66th Combined Competitive Examination - 66th Combined (Preliminary) Competitive Examination - General Studies,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-2.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_4ce2672c2729d816_66th-combined-competitive-examination-66th-combined-preliminary-competitive-examination-general-studies.pdf,extracted,ocr_recovered,prelim_candidate_selected,
q_3f892be312c0516d,src_511e80beea8ac284,BPSC,Bihar,2023,Mains,General Studies - I,2,(a) “Bihar has been the centre of learning and spiritualism for ancient time.” Explain in detail. 38 (b) Evaluate the Champaran Indigo Movement and explain its impacts on the Indian Freedom Struggle. 38 eed 3. (a) Critically examine the contribution of moderate phase of the Indian National Congress Movement. 38 20/FI/CC/M-2023-02/502 ( Turn Over ) (b) Trace the development of modern education in Bihar and its impact. 38 Section—II,,,,,69th Combined Competitive Examination - 69th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies - I,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-studies-I-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_511e80beea8ac284_69th-combined-competitive-examination-69th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_6bd2e07c8a06204b,src_511e80beea8ac284,BPSC,Bihar,2023,Mains,General Studies - I,4,"Answer the following questions : (a) Explain the concern of the Supreme Court of India on combating gender , stereotypes. 8 (b) Examine the relevance of the Bharatiya Nagarik Suraksha Sanhita, 2023 in Indian governance system. 8 (c) Evaluate the role of Artificial Intelligence in decision-making process of the & Legislative institutions. 8 (d) Describe the parameters and impacts of the Global Wage Report, 2022-23. 7 (e) What are the basic provisions of the Foreign Trade Policy, 2023 regarding export promotion initiatives in India? 7",,,,,69th Combined Competitive Examination - 69th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies - I,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-studies-I-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_511e80beea8ac284_69th-combined-competitive-examination-69th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_2df8f9f3a9bfc668,src_511e80beea8ac284,BPSC,Bihar,2023,Mains,General Studies - I,5,"(a) Provide a brief overview of the Manipur crisis. In your view, what could be the potential repercussion of this ethno-religious conflict on the landscape of national politics? Comment. 38 (b) How does India’s leadership within the G-20 reflect its commitment to upholding the ancient philosophy of ‘Vasudhaiva Kutumbakam’ (the world is one family)? Examine the ways in which India’s approach aligns with this 20/FI/CC/M-2023-02/502 ( 2 ) ( Continued ) philosophy and contributes to global cooperation and development through its role in the G-20. 38",,,,,69th Combined Competitive Examination - 69th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies - I,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-studies-I-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_511e80beea8ac284_69th-combined-competitive-examination-69th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_4b240205593501d6,src_511e80beea8ac284,BPSC,Bihar,2023,Mains,General Studies - I,6,"(a) What could be the potential positive and negative societal consequences of z introducing a Uniform Civil Code in India, considering its rich diversity? Explain. 38 (b) How does India’s growing status as an emerging space power align with its | ambitions and achievement in space exploration, particularly in the context of the Chandrayaan-3 mission by ISRO? Discuss the mission’s goals and its role in डाक India’s journey towards becoming a prominent player in the global space arena. 38 Section—IIl wus—Ill",,,,,69th Combined Competitive Examination - 69th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies - I,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-studies-I-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_511e80beea8ac284_69th-combined-competitive-examination-69th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_c957d9f089b1fcb1,src_511e80beea8ac284,BPSC,Bihar,2023,Mains,General Studies - I,7,"Study the following table carefully and answer the questions given below this table : There are three companies X, Y and Z making identical soaps in the form of bars. Soaps are sold by the number of units. Total sales = Selling price x Units sold Xx Y Z (F/unit) | (₹ lakhs) | (®/unit) | (® lakhs) | (®/unit) | (₹ lakhs) | 6 | 3 | 6 | 42 | 6 | ? | 8 ' : | 8 | 9 [| 36 | 6 | 42 | 6 | Assume : Only these three companies exist in the market. 20/FI/CC/M-2023-02/502 ( 3 ) ( Turn Over ) xX Y¥ Z (a) What was the average price of soap in the year 2013 (#/unit)? 8 (b) What was the percentage decrease in units sold for X in 2012 over 2011? 8 (c) What was the percentage share of 2 in the total units sold in 2013? 8 (d) In which year Y sold the maximum number of units? 6 (e) The maximum price per unit given in the table exceeds the minimum price हे per unit by what percentage? 6 : 20/FI/CC/M-2023-02/502 ( 4 ) ( Continued ) The following pie-chart shows the expenditure incurred on the manufacturing of a calculator under various heads. Study the pie-chart carefully and answer the questions given below : Software ——— R&D Miscellaneous iS Hindus CAS, Machinery a R&D (a) What is the central angle of the sector showing the expenditure incurred on paying for the software? 6 (b) What is the cost price of the calculator on which the cost of R & D and machinery charges amount to * 127-50 ? 6 ₹ 127-50 है? (c) |The marked price of a calculator is 24% more than its cost price. If the marked F price of a calculator be * 186, then what is the cost price of R& D used ina 2 single unit of calculator? 8 । 20/FI/CC/M-2023-02/502 ( 5 ) ( Turn Over ) (d) If the machinery charges of a single unit be ¥ 58-50 and the marked price is 30% more than the cost price, then what is the marked price of the calculator? 8 (e) If the profit of the manufacturer is 20% and the marked price of a calculator be ₹ 192, then how much money has been spent on it as miscellaneous charges? 8",,,,,69th Combined Competitive Examination - 69th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies - I,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-studies-I-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_511e80beea8ac284_69th-combined-competitive-examination-69th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_b3b99bbcc694c3e4,src_511e80beea8ac284,BPSC,Bihar,2023,Mains,General Studies - I,8,"Study the pie diagrams given below carefully which represent the expenditure of two families I and II on different items in percentages and answer the questions asked below. The annual income of families | and II are % 4 lakhs and हैं 5 lakhs respectively : Family I Family II Mawation Education wl (= bs 27% 38% | Food = = Food Mixed items ey om 38% 20/FI/CC/M-2023-02/502 ( 6 ) ( Continued ) (a) How much less or more amount of money is spent on education by family II as compared to family I? 7 (b) Which one of the two families I and II spends more amount of money on food and how much? 7 ह (c) What is the proportion of money spent by families I and II on education? 7 (d) What would be the angle at the centre of pie diagram of money spent on housing by family I ? 7 L (e) How much money has been spent by families I and Il together on mixed items? 8 The bar graph given below represents the additional tax collected by a State in different years. Study it carefully and answer the questions given below related to it : Additional Tax ( ¥ in crore) 685 716 | liailai 382 an 271 273 2014-15 2015-16 2016-17 2017-18 2018-19 2019-20 2020-21 Year - 20/FI/CC/M-2023-02/502 ( 7 ) ( Turn Over ) 685 iis liailai 382 431 271 273 . 2014-15 2015-16 2016-17 2017-18 2018-19 2019-20 2020-21 (a) How much percentage decrease in additional tax was registered in 2020-21 as compared to 2018-19? 2 (b) | How much percentage increase in additional tax was registered in 2017-18 as . compared to 2016-17? 7 (c) During which year the maximum percentage increase in additional tax was registered as compared to its preceding year? 8 | (d) From 2014-15 to 2020-21, what is the average of additional tax? है (e) During which two consecutive years percentage of decrease in additional tax was minimum? 7 है 20/FI/CC/M-2023-02/502 ( 8 ) 24DK— .-",,,,,69th Combined Competitive Examination - 69th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies - I,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-studies-I-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_511e80beea8ac284_69th-combined-competitive-examination-69th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_21dbceec3fcaeef2,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,2,"Discuss the problem of Centre-State relations in India and its prospects in future, with special reference to Bihar. Examine as to how the problem can be constructively handled in tune with cooperative federalism. 38 49/FG/CC/M-2022-03/106A ( Continued ) (3)",,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_2c7a720f10d32ddb,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,3,Account for the emergence of regional political parties in India. Do you think the existence of the regional political parties is good for satisfying regional aspirations and national unity? Give reason in support of your answer. 38,,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_ff5a8ff6b7d3cb6d,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,4,"An independent judiciary, having the power | : of judicial review’, is a salient feature of the Constitution of India. Do you think §udicial activism’ has further added to the powers of the Supreme Court? Explain with examples. 38 SECTION—II",,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_f8c7e52babde844c,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,5,Present the picture of industrial development in Bihar and compare with industrial development of India. Indicate the causes of industrial backwardness in this State and 49/FG/CC/M-2022-03/106A ( Turn Over ) | | (4) illustrate the recent remedial steps taken by the Government of Bihar to improve the situation. 38,,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_b8981afaa8286c41,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,6,It is said that SEEVIKA (BRLPS) is a tool of women empowerment’. Give an introduction of this project and describe its objectives. Evaluate the role of SEEVIKA SCHEME?’ in the context of women empowerment in Bihar. 38,,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_5495c445a1bfadaf,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,7,"As per NITI Aayog Health Index, 2021’, Bihar ranks 18th out of 19th larger States of India. List the factors responsible for this pity situation in this State. What steps have been taken to improve health situation in Bihar? Are they sufficient? Support your answer with facts and figures. 38 49 /FG/CC/M-2022-03/106A ( Continued ) (5)",,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_1e3b1a7f6cc078c9,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,8,"Write the name of major natural resources existing in Bihar State. Out of these, select any two and show the pockets where they are found and narrate their importance in Bihar’s economic development. 38 SECTION—III © ; खण्ड---7",,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_e2a0f522e24388fe,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,9,"Quality of life and health of any nation is directly linked to food and dietetic security. India has made appreciable achievements in terms of production, productivity, availability of food grains, horticultural produce, etc. In view of the above perspective, discuss the role of technology in agricultural . development of Bihar. 36 49/FG/CC/M-2022-03/106A ( Turn Over ) । (6) 10. “Technology being more of a curse than a blessing.” Justify the statement in context to the environmental pollution. 36",,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_3652c1d436fa1998,src_55b91bc53fc288fc,BPSC,Bihar,2021,Mains,General Studies Paper-II,11,Bihar is a flood-prone State. How can the modern technology help to control floods and manage this kind of disaster? Give your explanations with suitable example. 36 49 /FG/CC/M-2022-03/106A ( Continued ) (7) 12. “Nanotechnology has a huge potential to transform people’s lives for the better.” Justify the statement with appropriate examples. 36 kkk 49/FG/CC/M-2022-03/106A DK23—11724,,,,,67th Combined Competitive Examination - 67th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies Paper-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-Paper-II.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_55b91bc53fc288fc_67th-combined-competitive-examination-67th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_738b3d588decbedd,src_59fcb268b49ad903,BPSC,Bihar,2022,Mains,General Studies-II,1,Write short answer of the following questions : (a) Analyse critically the dynamic secularism in India. 8 (b) Regional politics plays its role in India. Explain. 8 (c) The positive directions in the Constitution of India are as a charter of social and economic democracy in the country. Explain with examples. 8 (d) Explain the judicial review jurisdiction of the Supreme Court of India. 7 (e) Bihar has witnessed improvement in its political culture in last decades. Give examples. 7,,,,,68th Combined Competitive Examination - 68th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-II-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_59fcb268b49ad903_68th-combined-competitive-examination-68th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_3a9879a695a31cec,src_59fcb268b49ad903,BPSC,Bihar,2022,Mains,General Studies-II,2,"(a) “Paramountcy of National Interest is enshrined in the Zonal Councils in the country.” Examine critically, the nature and working of the Zonal Councils in India, in the light of the above statement. 19+19=38 (b) Caste plays a role in Indian politics. There is a change in its functioning over the decades. How do you look at its changing role over the last many decades? Does the logic of development subside the character of caste? Give your reasons. 38 /3 ( Turn Over )",,,,,68th Combined Competitive Examination - 68th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-II-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_59fcb268b49ad903_68th-combined-competitive-examination-68th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
q_bd43b25e59b28c4e,src_59fcb268b49ad903,BPSC,Bihar,2022,Mains,General Studies-II,3,(a) Election Commission of India has played an important role in conducting the elections. Critically examine its role in making the elections free and fair over the decades. Compliment your answer with reference to the conduct of elections in pre-Sheshan and post-Sheshan era in Bihar. How does it contribute to the strengthening of the democracy? ai 38 (b) Discuss the composition and powers of the Rajya Sabha and identify its role as the Second Chamber of the Parliament. 38 Section—Il खण्ड--11,,,,,68th Combined Competitive Examination - 68th Combined Main (Written) Competitive Examination (Compulsory Subjects) - General Studies-II,https://bpsc.bihar.gov.in/wp-content/uploads/BPSC_content/QuestionBooklets/General-Studies-II-1.pdf,/Users/vishal/Documents/New project/data/raw/pdfs/bpsc_src_59fcb268b49ad903_68th-combined-competitive-examination-68th-combined-main-written-competitive-examination-compulsory-subjects-general-stu.pdf,extracted,ocr_recovered,,
